Country,Price,Size,Marketplace,Reference,Moy_prix_by_size,Address
Banlieue Nord,297000.0,91.0,Jumia TN,L-TN-00143562,3263.736263736264,"Les Jardins de Carthage, Tunis et Banlieue Nord"
Sousse,167000.0,110.0,Jumia TN,L-TN-00156890,1518.1818181818182,"Hergla, Hergla, Sousse"
Ben arous,165000.0,100.0,Jumia TN,L-TN-00129845,1650.0,"rue sousse megrine, Mégrine, Mégrine, Ben Arous - Tunis Sud"
Nabeul,97000.0,40.0,Jumia TN,L-TN-00160384,2425.0,"Hammamet Centre, Hammamet, Nabeul"
Ariana,210000.0,84.0,Jumia TN,L-TN-00164069,2500.0,"riadh el andalous, Riadh el Andalous, Riadh el Andalous, Ariana"
Nabeul,380000.0,157.0,Jumia TN,L-TN-00144986,2420.3821656050955,"marina, yasmine hammamet Nabeul., Yasmine Hammamet, Hammamet, Nabeul"
Banlieue Nord,704000.0,258.0,Jumia TN,L-TN-00161415,2728.6821705426355,"La Marsa, La Marsa, Tunis et Banlieue Nord"
Nabeul,650000.0,300.0,Jumia TN,L-TN-00148707,2166.6666666666665,"Hammamet, Hammamet, Nabeul"
Sousse,310000.0,123.0,Jumia TN,L-TN-00115926,2520.3252032520327,"Chott Meriem, Akouda, Sousse"
Ariana,260000.0,120.0,Jumia TN,L-TN-00151291,2166.6666666666665,"borj louzir, Ariana, Ariana, Ariana"
Sousse,167000.0,90.0,Jumia TN,L-TN-00135126,1855.5555555555557,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Sousse, Sousse, Sousse"
Sousse,141250.0,105.0,Jumia TN,L-TN-00150650,1345.2380952380952,"Hergla, Hergla, Sousse"
Ariana,181000.0,60.0,Jumia TN,L-TN-00129060,3016.6666666666665,"Cité Ennasr, Cité Ennasr, Ariana"
Sousse,495000.0,165.0,Jumia TN,L-TN-00163572,3000.0,"Rue Hassen Ben Said 4051 khezema ouest sousse., El Kantaoui, Hammam Sousse, Sousse"
Sousse,170000.0,70.0,Jumia TN,L-TN-00125276,2428.5714285714284,"Chott Meriem, Akouda, Sousse"
Ariana,369760.0,176.0,Jumia TN,L-TN-00132326,2100.909090909091,"Cité Ennasr, Cité Ennasr, Ariana"
Sousse,340000.0,110.0,Jumia TN,L-TN-00120785,3090.909090909091,"Sousse Khezama, Sousse, Sousse"
Ariana,250000.0,171.0,Jumia TN,L-TN-00153713,1461.9883040935672,"Raoued plage, Raoued, Raoued, Ariana"
Nabeul,140000.0,60.0,Jumia TN,L-TN-00132253,2333.3333333333335,"Hammamet Nord, Hammamet, Nabeul"
Sousse,110000.0,38.0,Jumia TN,L-TN-00162240,2894.7368421052633,"Tantana, Akouda, Sousse"
Sousse,125000.0,50.0,Jumia TN,L-TN-00161387,2500.0,"Chott Meriem, Akouda, Sousse"
Banlieue Nord,170000.0,98.0,Jumia TN,L-TN-00124533,1734.6938775510205,"El Manar 1, El Manar 1, Tunis et Banlieue Nord"
Ariana,210000.0,117.0,Jumia TN,L-TN-00114939,1794.871794871795,"Riadh el Andalous, Riadh el Andalous, Ariana"
Ben arous,155000.0,128.0,Jumia TN,L-TN-00126904,1210.9375,"Mornag, Mornag, Ben Arous - Tunis Sud"
Nabeul,252000.0,126.0,Jumia TN,L-TN-00121469,2000.0,"Hammamet Sud, Hammamet, Nabeul"
Banlieue Nord,178000.0,104.0,Jumia TN,L-TN-00149158,1711.5384615384614,"Ain Zaghouan, AIN Zagouan, AIN Zaghouan, Tunis et Banlieue Nord"
Bizerte,185000.0,150.0,Jumia TN,L-TN-00130659,1233.3333333333333,"sidi salem bizerte, Bizerte, Bizerte"
Banlieue Nord,135000.0,90.0,Jumia TN,L-TN-00132033,1500.0,"Cité El WAHA près Diar Ben Mahmoud EL Agba, Tunis, Tunis, Tunis et Banlieue Nord"
Ariana,258000.0,136.0,Jumia TN,L-TN-00104846,1897.0588235294117,"Jardins d'el Menzah, Mnihla, Ariana"
Ariana,250000.0,111.0,Jumia TN,L-TN-00155919,2252.252252252252,"La Soukra, La Soukra, Ariana"
Ariana,150000.0,100.0,Jumia TN,L-TN-00131552,1500.0,"ARIANA BORJ LOUZIR CITEE BEHI LADGHAM, Ariana, Ariana, Ariana"
Banlieue Nord,430000.0,177.0,Jumia TN,L-TN-00152598,2429.3785310734465,"les jardins de carthage, Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Banlieue Nord,250000.0,100.0,Jumia TN,L-TN-00154715,2500.0,"Cité les Palmerais, Aouina, Aouina, Tunis et Banlieue Nord"
Ariana,440000.0,162.0,Jumia TN,L-TN-00120790,2716.0493827160494,"la soukra, La Soukra, La Soukra, Ariana"
Ariana,300000.0,119.0,Jumia TN,L-TN-00149803,2521.0084033613443,"La Soukra, La Soukra, Ariana"
Banlieue Nord,265000.0,135.0,Jumia TN,L-TN-00163833,1962.962962962963,"Aouina, Aouina, Tunis et Banlieue Nord"
Sousse,250000.0,100.0,Jumia TN,L-TN-00140980,2500.0,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Sousse Corniche, Sousse, Sousse"
Banlieue Nord,380000.0,138.0,Jumia TN,L-TN-00137517,2753.623188405797,"en face carrefour, Ain Zaghouan Nord, AIN Zaghouan, Tunis et Banlieue Nord"
Sousse,146000.0,42.0,Jumia TN,L-TN-00115927,3476.190476190476,"Chott Meriem, Akouda, Sousse"
Sousse,220000.0,50.0,Jumia TN,L-TN-00115654,4400.0,"maison des jardins, port kantaoui, El Kantaoui, Hammam Sousse, Sousse"
Sousse,217000.0,148.0,Jumia TN,L-TN-00156836,1466.2162162162163,"Hergla, Hergla, Sousse"
Sousse,215000.0,130.0,Jumia TN,L-TN-00161735,1653.8461538461538,"Rue Hassen Ben Said 4051 khezema ouest sousse., Khezama, Khezama, Sousse"
Banlieue Nord,460000.0,200.0,Jumia TN,L-TN-00139547,2300.0,"Sidi Daoud, La Marsa, Tunis et Banlieue Nord"
Sousse,180.0,50.0,Jumia TN,L-TN-00138636,3.6,"Sousse Riadh, Sousse Riadh, Sousse Riadh, Sousse"
Nabeul,330000.0,117.0,Jumia TN,L-TN-00155827,2820.5128205128203,"Hammamet, Hammamet, Nabeul"
Ariana,985800.0,283.0,Jumia TN,L-TN-00156859,3483.39222614841,"Riadh Ennasr à proximité de la clinique Ennasr, de Slim school, Cité Ennasr, Cité Ennasr, Ariana"
Ariana,357050.0,202.0,Jumia TN,L-TN-00152590,1767.5742574257426,"chotrana, Chotrana 1, Chotrana 1, Ariana"
Banlieue Nord,255000.0,169.0,Jumia TN,L-TN-00148252,1508.8757396449705,"Ain Zaghouan, AIN Zaghouan, Tunis et Banlieue Nord"
Ariana,700000.0,360.0,Jumia TN,L-TN-00153710,1944.4444444444443,"Chotrana, Ariana, Ariana, Ariana"
Mahdia,348300.0,122.0,Jumia TN,L-TN-00096496,2854.9180327868853,"Zone Touristique, Mahdia, Mahdia"
Sousse,298000.0,119.0,Jumia TN,L-TN-00163410,2504.201680672269,"Rue Hassen Ben Said 4051 khezema ouest sousse., El Kantaoui, Hammam Sousse, Sousse"
Sousse,125000.0,78.0,Jumia TN,L-TN-00105437,1602.5641025641025,"chatt mariem, Tantana, Sousse"
Banlieue Nord,468000.0,234.0,Jumia TN,L-TN-00087993,2000.0,"El Menzah 9, El Menzah 9, Tunis et Banlieue Nord"
Ariana,281600.0,128.0,Jumia TN,L-TN-00158774,2200.0,"La Soukra, La Soukra, Ariana"
Nabeul,145000.0,75.0,Jumia TN,L-TN-00102751,1933.3333333333333,"Mrezga, Hammamet, Hammamet, Nabeul"
Ariana,367000.0,132.0,Jumia TN,L-TN-00129068,2780.3030303030305,"Cité Ennasr, Cité Ennasr, Ariana"
Ariana,210000.0,105.0,Jumia TN,L-TN-00153458,2000.0,"La Soukra, La Soukra, Ariana"
Sousse,220000.0,70.0,Jumia TN,L-TN-00132848,3142.8571428571427,"El Kantaoui, Hammam Sousse, Sousse"
Ben arous,173000.0,105.0,Jumia TN,L-TN-00152907,1647.6190476190477,"Bou Mhel, Bou Mhel, Ben Arous - Tunis Sud"
Ben arous,190000.0,145.0,Jumia TN,L-TN-00152577,1310.344827586207,"Boumhel, Bou Mhel, Ben Arous - Tunis Sud"
Ariana,560000.0,180.0,Jumia TN,L-TN-00127501,3111.1111111111113,"Résidence Les Oeillets, Cité Ennasr, Cité Ennasr, Cité Ennasr, Ariana"
Sousse,140000.0,85.0,Jumia TN,L-TN-00134843,1647.0588235294117,"hammam sousse, Hammam Sousse, Hammam Sousse, Sousse"
Ariana,410000.0,143.0,Jumia TN,L-TN-00164097,2867.132867132867,"prés kiabi, La Soukra, La Soukra, Ariana"
Banlieue Nord,280000.0,160.0,Jumia TN,L-TN-00148257,1750.0,"Ain Zaghouan, AIN Zaghouan, Tunis et Banlieue Nord"
Les Berges du Lac,800000.0,223.0,Jumia TN,L-TN-00163367,3587.4439461883408,"Les Berges Du Lac 2, Les Berges Du Lac, Tunis et Banlieue Nord"
Sousse,170000.0,103.0,Jumia TN,L-TN-00141050,1650.485436893204,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Sousse Medina, Sousse, Sousse"
Banlieue Nord,580000.0,242.0,Jumia TN,L-TN-00112627,2396.694214876033,"La Marsa, Tunis et Banlieue Nord"
Ariana,125000.0,60.0,Jumia TN,L-TN-00085031,2083.3333333333335,"Cité Ennasr, Cité Ennasr, Ariana"
Ariana,316000.0,137.0,Jumia TN,L-TN-00136432,2306.5693430656934,"chotrana 1, Chotrana 2, La Soukra, Ariana"
Sousse,120000.0,100.0,Jumia TN,L-TN-00152774,1200.0,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Khezama Ouest, Khezama Ouest, Sousse"
Banlieue Nord,230000.0,147.0,Jumia TN,L-TN-00146580,1564.6258503401361,"Carthage Mohamed Ali, Carthage, Carthage, Tunis et Banlieue Nord"
Ben arous,272450.0,195.0,Jumia TN,L-TN-00123032,1397.179487179487,"El Mourouj, El Mourouj, Ben Arous - Tunis Sud"
Sousse,240000.0,103.0,Jumia TN,L-TN-00148628,2330.097087378641,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Sousse Medina, Sousse, Sousse"
Banlieue Nord,298000.0,77.0,Jumia TN,L-TN-00161457,3870.12987012987,"La Marsa, La Marsa, Tunis et Banlieue Nord"
Banlieue Nord,421200.0,162.0,Jumia TN,L-TN-00126512,2600.0,"Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Sousse,350000.0,175.0,Jumia TN,L-TN-00159771,2000.0,"Rue Hassen Ben Said 4051 khezema ouest sousse., Sahloul, Sousse, Sousse"
Banlieue Nord,950000.0,316.0,Jumia TN,L-TN-00150497,3006.3291139240505,"les jardins de carthage, Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Banlieue Nord,265000.0,135.0,Jumia TN,L-TN-00150398,1962.962962962963,"Aouina, Aouina, Tunis et Banlieue Nord"
Ben arous,160000.0,95.0,Jumia TN,L-TN-00121069,1684.2105263157894,"El Mourouj, El Mourouj, Ben Arous - Tunis Sud"
Mahdia,316800.0,131.0,Jumia TN,L-TN-00096485,2418.320610687023,"zone touristique de la MAHDIA à 20m de la mer, Mahdia, Mahdia, Mahdia"
Banlieue Nord,244000.0,144.0,Jumia TN,L-TN-00162233,1694.4444444444443,"Rue Khaled Ibn Walid, Aouina, Tunis et Banlieue Nord"
Ariana,255000.0,120.0,Jumia TN,L-TN-00154295,2125.0,"Ariana, Ariana"
Ariana,196610.0,110.0,Jumia TN,L-TN-00153570,1787.3636363636363,"Chotrana 1, Ariana, Ariana, Ariana"
Sousse,145000.0,97.0,Jumia TN,L-TN-00141447,1494.8453608247423,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Sahloul, Sousse, Sousse"
Sousse,330000.0,100.0,Jumia TN,L-TN-00115903,3300.0,"Chott Meriem, Akouda, Sousse"
Banlieue Nord,200000.0,100.0,Jumia TN,L-TN-00132818,2000.0,"Cité les Palmerais, AIN Zagouan, AIN Zaghouan, Tunis et Banlieue Nord"
Ben arous,125000.0,95.0,Jumia TN,L-TN-00142029,1315.7894736842106,"Ezzahra, Ezzahra, Ben Arous - Tunis Sud"
Banlieue Nord,215000.0,104.0,Jumia TN,L-TN-00149676,2067.3076923076924,"Cité El Wahat, Aouina, Aouina, Tunis et Banlieue Nord"
Banlieue Nord,160000.0,74.0,Jumia TN,L-TN-00129123,2162.162162162162,"La Goulette, La Goulette, Tunis et Banlieue Nord"
Nabeul,245.0,117.0,Jumia TN,L-TN-00058969,2.094017094017094,"mahrsi nabeul, Nabeul, Nabeul, Nabeul"
Ariana,183000.0,73.0,Jumia TN,L-TN-00154937,2506.849315068493,"Cité Ennasr, Cité Ennasr, Ariana"
Sousse,210000.0,143.0,Jumia TN,L-TN-00156667,1468.5314685314686,"Hergla, Hergla, Sousse"
Nabeul,300000.0,80.0,Jumia TN,L-TN-00134412,3750.0,"hammamet nord, Hammamet Nord, Hammamet, Nabeul"
Ariana,162000.0,100.0,Jumia TN,L-TN-00157846,1620.0,"Ariana, Ariana, Ariana"
Banlieue Nord,623353.0,172.0,Jumia TN,L-TN-00155224,3624.1453488372094,"Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Sfax,150000.0,106.0,Jumia TN,L-TN-00141890,1415.0943396226414,"avenue 18 janvier immeuble bouhlel 1 er étage Sfax, Sidi Abbes, Sfax"
Sousse,222000.0,70.0,Jumia TN,L-TN-00131796,3171.4285714285716,"El Kantaoui, Hammam Sousse, Sousse"
Nabeul,370000.0,160.0,Jumia TN,L-TN-00161283,2312.5,"Hammamet, Hammamet, Nabeul"
Ariana,440000.0,144.0,Jumia TN,L-TN-00127081,3055.5555555555557,"Avenue du Maghreb Arabe en face de ""SOUKRA EXPO"", La Soukra, La Soukra, Ariana"
Sousse,250000.0,80.0,Jumia TN,L-TN-00135343,3125.0,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Tantana, Tantana, Sousse"
Mahdia,202500.0,84.0,Jumia TN,L-TN-00096570,2410.714285714286,"Zone Touristique, Mahdia, Mahdia"
Ariana,260000.0,120.0,Jumia TN,L-TN-00147152,2166.6666666666665,"Borj Louzir, La Soukra, Ariana"
Ben arous,272451.0,195.0,Jumia TN,L-TN-00123034,1397.1846153846154,"El Mourouj, El Mourouj, Ben Arous - Tunis Sud"
Ariana,375000.0,156.0,Jumia TN,L-TN-00123922,2403.846153846154,"Chotrana 1, La Soukra, Ariana"
Sousse,400000.0,118.0,Jumia TN,L-TN-00123190,3389.830508474576,"Chott Meriem, Akouda, Sousse"
Ariana,153000.0,130.0,Jumia TN,L-TN-00154199,1176.923076923077,"Ariana, Ariana, Ariana"
Banlieue Nord,2000.0,180.0,Jumia TN,L-TN-00161190,11.11111111111111,"La Marsa, La Marsa, La Marsa, Tunis et Banlieue Nord"
Sousse,1800.0,80.0,Jumia TN,L-TN-00137197,22.5,"Cité Sahloul, Sousse"
Nabeul,650.0,120.0,Jumia TN,L-TN-00145161,5.416666666666667,"sidi slimen, nabeul Nabeul., Nabeul, Nabeul"
Mahdia,230200.0,95.0,Jumia TN,L-TN-00100383,2423.157894736842,"Zone Touristique, Mahdia, Mahdia"
Sousse,255000.0,183.0,Jumia TN,L-TN-00156511,1393.4426229508197,"Rue Hassen Ben Said 4051 khezema ouest sousse., Sahloul, Sousse, Sousse"
Ariana,405725.0,183.0,Jumia TN,L-TN-00159139,2217.0765027322404,"Chotrana 1, Chotrana 1, Ariana"
Banlieue Nord,300000.0,90.0,Jumia TN,L-TN-00142635,3333.3333333333335,"Cité Les Pins, La Marsa, Tunis et Banlieue Nord"
Ariana,365000.0,175.0,Jumia TN,L-TN-00152818,2085.714285714286,"La Soukra, La Soukra, Ariana"
Ariana,300000.0,150.0,Jumia TN,L-TN-00099401,2000.0,"Cité Ennasr, Ariana"
Sousse,230000.0,120.0,Jumia TN,L-TN-00135053,1916.6666666666667,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Hammam Sousse, Hammam Sousse, Sousse"
Sousse,259000.0,130.0,Jumia TN,L-TN-00137587,1992.3076923076924,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Khezama, Khezama, Sousse"
Ariana,95760.0,57.0,Jumia TN,L-TN-00153292,1680.0,"Chotrana, Ariana, Ariana, Ariana"
Nabeul,220000.0,176.0,Jumia TN,L-TN-00161290,1250.0,"Hammamet, Hammamet, Nabeul"
Ariana,90000.0,50.0,Jumia TN,L-TN-00150026,1800.0,"Ariana Ville, Ariana, Ariana, Ariana"
Ariana,250000.0,104.0,Jumia TN,L-TN-00153115,2403.846153846154,"nkhilette, Ariana, Ariana, Ariana"
Sousse,250000.0,90.0,Jumia TN,L-TN-00150023,2777.777777777778,"Hammam Sousse, Hammam Sousse, Hammam Sousse, Sousse"
Sousse,105000.0,80.0,Jumia TN,L-TN-00158451,1312.5,"Rue Hassen Ben Said 4051 khezema ouest sousse., Sousse, Sousse, Sousse"
Banlieue Nord,406000.0,150.0,Jumia TN,L-TN-00161433,2706.6666666666665,"La Marsa, La Marsa, Tunis et Banlieue Nord"
Ariana,175000.0,68.0,Jumia TN,L-TN-00127534,2573.529411764706,"Résidence Les Oeillets, Cité Ennasr, Cité Ennasr, Cité Ennasr, Ariana"
Sousse,195000.0,90.0,Jumia TN,L-TN-00161390,2166.6666666666665,"Chott Meriem, Akouda, Sousse"
Sousse,150000.0,75.0,Jumia TN,L-TN-00150168,2000.0,"Hergla, Hergla, Hergla, Sousse"
Banlieue Nord,190000.0,103.0,Jumia TN,L-TN-00142639,1844.6601941747572,"Ain Zaghouan, AIN Zagouan, AIN Zaghouan, Tunis et Banlieue Nord"
Sousse,270000.0,131.0,Jumia TN,L-TN-00139576,2061.0687022900765,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Khezama Ouest, Khezama Ouest, Sousse"
Nabeul,320000.0,100.0,Jumia TN,L-TN-00097495,3200.0,"Hammamet Nord, Hammamet, Nabeul"
Nabeul,180000.0,140.0,Jumia TN,L-TN-00161562,1285.7142857142858,"Nabeul, Nabeul"
Banlieue Nord,1200000.0,200.0,Jumia TN,L-TN-00149867,6000.0,"La Marsa, La Marsa, Tunis et Banlieue Nord"
Nabeul,380000.0,117.0,Jumia TN,L-TN-00163389,3247.863247863248,"Hammamet Centre, Hammamet, Nabeul"
Ariana,183000.0,147.0,Jumia TN,L-TN-00153406,1244.8979591836735,"Nkhilette, Borj Louzir, La Soukra, Ariana"
Ariana,222000.0,80.0,Jumia TN,L-TN-00127543,2775.0,"Résidence Les Oeillets, Cité Ennasr, Cité Ennasr, Cité Ennasr, Ariana"
Ariana,265000.0,133.0,Jumia TN,L-TN-00150984,1992.4812030075188,"riadh el andalous, Riadh el Andalous, Riadh el Andalous, Ariana"
Nabeul,180000.0,92.0,Jumia TN,L-TN-00160145,1956.5217391304348,"Hammamet, Hammamet, Nabeul"
Nabeul,250000.0,67.0,Jumia TN,L-TN-00092107,3731.3432835820895,"Hammamet Nord, Hammamet, Nabeul"
Les Berges du Lac,250000.0,69.0,Jumia TN,L-TN-00108205,3623.1884057971015,"Les Berges Du Lac 2, Les Berges Du Lac, Tunis et Banlieue Nord"
Ben arous,165000.0,101.0,Jumia TN,L-TN-00157504,1633.6633663366338,"Bou Mhel, Bou Mhel, Ben Arous - Tunis Sud"
Nabeul,130000.0,85.0,Jumia TN,L-TN-00144969,1529.4117647058824,"hammamet, hammamet Nabeul., Hammamet Nord, Hammamet, Nabeul"
Ariana,250000.0,171.0,Jumia TN,L-TN-00154902,1461.9883040935672,"Raoued, Raoued, Ariana"
Sousse,249000.0,150.0,Jumia TN,L-TN-00138964,1660.0,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Bouhssina, Sousse, Sousse"
Les Berges du Lac,470000.0,125.0,Jumia TN,L-TN-00113965,3760.0,"Les Berges du Lac 2, Les Berges Du Lac, Tunis et Banlieue Nord"
Ariana,170000.0,147.0,Jumia TN,L-TN-00154441,1156.4625850340135,"Ariana, Ariana, Ariana"
Sousse,240000.0,140.0,Jumia TN,L-TN-00137194,1714.2857142857142,"Tantana, Sousse"
Banlieue Nord,240000.0,130.0,Jumia TN,L-TN-00121274,1846.1538461538462,"Hammamet, Hammamet, Tunis et Banlieue Nord"
Sousse,180000.0,120.0,Jumia TN,L-TN-00135351,1500.0,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Tantana, Tantana, Sousse"
Ariana,500.0,100.0,Jumia TN,L-TN-00158109,5.0,"La Soukra, La Soukra, Ariana"
Sousse,170000.0,106.0,Jumia TN,L-TN-00155171,1603.7735849056603,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Sousse, Sousse, Sousse"
Sousse,250023.0,127.0,Jumia TN,L-TN-00106628,1968.6850393700788,"Yasser Arafat, Sahloul, Sahloul, Sousse"
Nabeul,220000.0,95.0,Jumia TN,L-TN-00155927,2315.7894736842104,"Nabeul, Nabeul, Nabeul"
Sousse,285000.0,180.0,Jumia TN,L-TN-00139663,1583.3333333333333,"khezama, Khezama, Sousse"
Ben arous,250000.0,158.0,Jumia TN,L-TN-00141424,1582.2784810126582,"Ezzahra, Ben Arous - Tunis Sud"
Sousse,400000.0,141.0,Jumia TN,L-TN-00113638,2836.8794326241136,"kantaoui, El Kantaoui, Hammam Sousse, Sousse"
Sousse,150000.0,100.0,Jumia TN,L-TN-00146475,1500.0,"Sousse Corniche, Sousse Corniche, Sousse"
Banlieue Nord,410000.0,200.0,Jumia TN,L-TN-00126531,2050.0,"ENNASR 2, ENNASR 2, Tunis et Banlieue Nord"
Banlieue Nord,270000.0,140.0,Jumia TN,L-TN-00141542,1928.5714285714287,"Cité les Palmerais, Aouina, Aouina, Tunis et Banlieue Nord"
Nabeul,296000.0,78.0,Jumia TN,L-TN-00153961,3794.871794871795,"Hammamet Sud, Hammamet, Nabeul"
Sousse,405000.0,135.0,Jumia TN,L-TN-00163408,3000.0,"Rue Hassen Ben Said 4051 khezema ouest sousse., El Kantaoui, Hammam Sousse, Sousse"
Banlieue Nord,830000.0,250.0,Jumia TN,L-TN-00156244,3320.0,"La Marsa, La Marsa, Tunis et Banlieue Nord"
Sousse,250000.0,57.0,Jumia TN,L-TN-00132044,4385.964912280701,"El Kantaoui, Hammam Sousse, Sousse"
Ariana,570000.0,228.0,Jumia TN,L-TN-00139070,2500.0,"La Soukra, Chotrana 2, La Soukra, Ariana"
Nabeul,200000.0,163.0,Jumia TN,L-TN-00163504,1226.993865030675,"Hammamet, Hammamet, Nabeul"
Ariana,387782.0,158.0,Jumia TN,L-TN-00149011,2454.3164556962024,"Lotissement Panorama, Riadh el Andalous, Ariana"
Sousse,111111.0,122.0,Jumia TN,L-TN-00152547,910.7459016393443,"Sousse, Sousse, Sousse"
Sousse,175000.0,90.0,Jumia TN,L-TN-00120826,1944.4444444444443,"Chott Meriem, Akouda, Sousse"
Banlieue Nord,650000.0,222.0,Jumia TN,L-TN-00133270,2927.927927927928,"Ain Zaghouan Nord, AIN Zaghouan, Tunis et Banlieue Nord"
Mahdia,295300.0,103.0,Jumia TN,L-TN-00100371,2866.990291262136,"Zone Touristique, Mahdia, Mahdia"
Banlieue Nord,159000.0,70.0,Jumia TN,L-TN-00153725,2271.4285714285716,"Campus manar, El Manar 1, El Manar 1, Tunis et Banlieue Nord"
Les Berges du Lac,350000.0,109.0,Jumia TN,L-TN-00145742,3211.0091743119265,"Les Berges du Lac 2, Les Berges Du Lac, Tunis et Banlieue Nord"
Nabeul,262000.0,135.0,Jumia TN,L-TN-00153609,1940.7407407407406,"Cité El Mrezga Sur la Route Mc 28 (En Face Clinique les Violettes), Hammamet Nord, Hammamet, Nabeul"
Ariana,322000.0,150.0,Jumia TN,L-TN-00150563,2146.6666666666665,"Cité el Ghazela, Cité ghazela, Ariana"
Mannouba,198000.0,114.0,Jumia TN,L-TN-00129160,1736.842105263158,"Résidence Essaâda 2, rue Abou Houreira Manouba, La Mannouba, La Manouba"
Bizerte,350000.0,200.0,Jumia TN,L-TN-00132739,1750.0,"corniche, Bizerte, Bizerte, Bizerte"
Nabeul,210000.0,104.0,Jumia TN,L-TN-00122009,2019.2307692307693,"Hammamet Nord, Hammamet, Nabeul"
Ariana,206000.0,118.0,Jumia TN,L-TN-00153719,1745.7627118644068,"Résidence Elyess, La Soukra, Soukra, Ariana"
Sousse,266000.0,148.0,Jumia TN,L-TN-00145770,1797.2972972972973,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Sahloul, Sousse, Sousse"
Banlieue Nord,355000.0,160.0,Jumia TN,L-TN-00109089,2218.75,"La Soukra, Tunis et Banlieue Nord"
Ariana,410000.0,170.0,Jumia TN,L-TN-00123921,2411.764705882353,"Chotrana 1, La Soukra, Ariana"
Nabeul,160000.0,67.0,Jumia TN,L-TN-00149385,2388.0597014925374,"AFH Mrezga, Cité El Wafa, Nabeul, Nabeul"
Nabeul,350000.0,132.0,Jumia TN,L-TN-00098707,2651.5151515151515,"Hammamet Nord, Hammamet, Nabeul"
Nabeul,185000.0,100.0,Jumia TN,L-TN-00155924,1850.0,"Nabeul, Nabeul, Nabeul"
Nabeul,140000.0,100.0,Jumia TN,L-TN-00152889,1400.0,"Nabeul, Nabeul, Nabeul"
Sousse,500000.0,100.0,Jumia TN,L-TN-00120437,5000.0,"El Kantaoui, Hammam Sousse, Sousse"
Nabeul,235000.0,110.0,Jumia TN,L-TN-00144971,2136.3636363636365,"Hammamet, nabeul Nabeul., Hammamet Nord, Hammamet, Nabeul"
Banlieue Nord,1400000.0,500.0,Jumia TN,L-TN-00126502,2800.0,"Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Sousse,248000.0,113.0,Jumia TN,L-TN-00153880,2194.690265486726,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Sahloul, Sousse, Sousse"
Banlieue Nord,530000.0,290.0,Jumia TN,L-TN-00158990,1827.5862068965516,"AIN Zagouan, AIN Zaghouan, Tunis et Banlieue Nord"
Sousse,170000.0,106.0,Jumia TN,L-TN-00136768,1603.7735849056603,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Sousse Medina, Sousse, Sousse"
Sousse,162000.0,95.0,Jumia TN,L-TN-00135136,1705.2631578947369,"Rue Hassen Ben Said 4051 khezema ouest sousse. prés de librairie SIAB, Sahloul, Sahloul, Sousse"
Ariana,550000.0,150.0,Jumia TN,L-TN-00106937,3666.6666666666665,"Cité Ennasr, Cité Ennasr, Ariana"
Les Berges du Lac,568000.0,218.0,Jumia TN,L-TN-00158124,2605.5045871559632,"Les Berges du Lac0, Les Berges Du Lac, Tunis et Banlieue Nord"
Banlieue Nord,150000.0,80.0,Jumia TN,L-TN-00109430,1875.0,"Aouina, Aouina, Tunis et Banlieue Nord"
Banlieue Nord,400000.0,153.0,Jumia TN,L-TN-00100014,2614.37908496732,"AIN Zagouan, AIN Zaghouan, Tunis et Banlieue Nord"
Banlieue Nord,1700000.0,370.0,Jumia TN,L-TN-00126473,4594.594594594595,"Les Jardins de Carthage, Les Jardins de Carthage, Tunis et Banlieue Nord"
Nabeul,170000.0,65.0,Jumia TN,L-TN-00152489,2615.3846153846152,"Hammamet Nord, Hammamet, Nabeul"
Sousse,145000.0,96.0,Jumia TN,L-TN-00158459,1510.4166666666667,"Rue Hassen Ben Said 4051 khezema ouest sousse., Sahloul, Sousse, Sousse"
